No,City,Location,Area (sq.m),Type,Price,Bedroom,Bathrooms,Furnished,Street Access,Total Yard Area (sq.m),Pool,Lift,Sea,Playground,School,Hospital,Mosque,Mall,Indoor Pool,Outdoor Pool,Gym,Parking,Bank/Atm,Pharmacy,Restaurant,Supermarket,Laundry Room,Maid Room,Kitchen Furnished,Heating,Balcony,Jacuzzi,Solar Panels,Garden,Garage,Storage
330,San Francisco,Downtown,973,Villa,78054,2,4,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
331,San Francisco,Suburb,549,Villa,169367,4,2,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
332,New York,Downtown,977,Villa,59014,3,6,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
333,New York,Downtown,1158,Apartment,60632,6,4,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
334,Los Angeles,Downtown,916,Apartment,159935,2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
335,New York,Lakeview,353,Villa,196627,3,2,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
336,Los Angeles,Suburb,412,Villa,68809,4,5,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
337,Chicago,Lakeview,406,Villa,172353,7,6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1
338,New York,Hillside,556,Villa,81110,7,7,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0
339,San Francisco,Hillside,711,Villa,186447,6,7,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
340,San Francisco,Beachfront,563,Villa,170823,5,3,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
341,Miami,Suburb,323,Apartment,83463,4,6,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
342,Chicago,Suburb,1112,Apartment,177866,4,5,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
343,New York,Lakeview,871,Villa,186191,1,2,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
344,New York,Beachfront,1028,Villa,150145,2,5,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
345,Miami,Hillside,517,Villa,59518,5,2,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
346,Miami,Beachfront,546,Apartment,68824,7,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
347,New York,Hillside,392,Apartment,185862,7,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
348,Miami,Lakeview,404,Villa,56313,7,7,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
349,Chicago,Suburb,1192,Villa,187678,6,4,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0
350,Miami,Downtown,653,Apartment,52595,1,4,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1
351,San Francisco,Lakeview,615,Apartment,78438,6,2,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
352,Chicago,Lakeview,1025,Apartment,173675,6,4,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
353,New York,Suburb,864,Apartment,102599,6,4,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
354,Miami,Suburb,647,Villa,82876,4,2,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1
355,Chicago,Hillside,1064,Apartment,123149,2,6,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
356,New York,Downtown,1056,Apartment,180280,6,2,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1
357,Los Angeles,Downtown,1049,Villa,189526,1,3,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
358,Miami,Beachfront,363,Villa,147035,3,5,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
359,San Francisco,Beachfront,444,Villa,112313,5,6,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
360,San Francisco,Suburb,825,Villa,85960,7,2,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
361,New York,Beachfront,345,Villa,195245,2,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
362,Los Angeles,Downtown,567,Apartment,137000,6,2,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
363,Miami,Lakeview,701,Apartment,57940,4,7,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
364,San Francisco,Lakeview,545,Villa,96067,4,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1
365,San Francisco,Hillside,769,Apartment,60192,6,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
366,San Francisco,Downtown,656,Apartment,93761,1,7,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
367,New York,Hillside,1090,Apartment,175500,3,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
368,Los Angeles,Beachfront,561,Villa,140410,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
369,Chicago,Suburb,1039,Apartment,127831,3,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
370,Miami,Hillside,1154,Villa,140662,1,3,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
371,Chicago,Lakeview,789,Villa,187953,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1
372,Chicago,Downtown,1148,Villa,175753,3,6,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
373,Miami,Downtown,841,Villa,171405,3,7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
374,Miami,Hillside,342,Villa,131644,5,4,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1
375,San Francisco,Lakeview,670,Apartment,113589,4,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1
376,Los Angeles,Hillside,624,Villa,68401,6,3,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0
377,New York,Downtown,811,Apartment,114465,1,2,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
378,Los Angeles,Lakeview,546,Apartment,80662,7,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
379,Chicago,Downtown,323,Apartment,124181,1,5,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
380,Los Angeles,Downtown,809,Apartment,90286,3,3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
381,San Francisco,Downtown,345,Apartment,50599,5,3,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
382,Chicago,Suburb,563,Villa,194128,1,7,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1
383,San Francisco,Downtown,990,Apartment,136733,4,7,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
384,New York,Lakeview,585,Apartment,50270,6,6,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
385,Los Angeles,Downtown,1176,Apartment,124404,7,2,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1
386,San Francisco,Suburb,744,Apartment,81803,4,3,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
387,New York,Beachfront,858,Apartment,101585,6,7,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
388,San Francisco,Downtown,1046,Villa,81439,5,2,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
389,New York,Downtown,1031,Villa,148120,4,5,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
390,Miami,Suburb,649,Apartment,137901,7,2,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0
391,Los Angeles,Suburb,697,Villa,94319,5,6,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
392,Miami,Suburb,576,Villa,94408,7,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1
393,New York,Lakeview,856,Apartment,93459,5,3,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1
394,Chicago,Suburb,486,Apartment,149191,1,3,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1
395,Chicago,Hillside,566,Villa,188174,4,4,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
396,San Francisco,Downtown,1051,Apartment,147993,2,5,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
397,Los Angeles,Hillside,1145,Villa,188600,4,4,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
398,San Francisco,Beachfront,754,Apartment,184095,1,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
399,Chicago,Downtown,952,Villa,105307,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
400,San Francisco,Hillside,414,Apartment,188204,5,7,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
401,New York,Lakeview,340,Villa,53268,2,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
402,San Francisco,Beachfront,998,Apartment,124976,4,3,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1
403,New York,Downtown,1026,Apartment,194790,1,4,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
404,Chicago,Downtown,456,Apartment,174183,5,2,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0
405,Miami,Downtown,1074,Villa,104364,3,4,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
406,Chicago,Hillside,835,Apartment,151199,2,5,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1
407,San Francisco,Suburb,953,Villa,129686,1,5,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
408,Chicago,Suburb,991,Villa,137875,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
409,San Francisco,Beachfront,379,Villa,196823,4,4,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1
410,Los Angeles,Lakeview,410,Villa,55400,4,7,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
411,Los Angeles,Beachfront,772,Villa,78558,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
412,Los Angeles,Beachfront,1038,Villa,165918,6,5,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0
413,Chicago,Lakeview,781,Apartment,112480,4,6,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
414,Chicago,Downtown,990,Apartment,112616,3,6,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0
415,Chicago,Lakeview,480,Apartment,152746,3,4,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1
416,New York,Hillside,553,Villa,92407,6,5,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
417,San Francisco,Lakeview,423,Apartment,180202,1,2,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
418,Miami,Lakeview,478,Apartment,67141,7,5,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0
419,Miami,Suburb,342,Villa,143805,3,3,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
420,Los Angeles,Downtown,847,Villa,125761,6,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
421,San Francisco,Beachfront,633,Apartment,162146,5,6,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
422,Chicago,Beachfront,531,Villa,114186,5,7,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0
423,San Francisco,Lakeview,1047,Apartment,154341,4,6,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
424,San Francisco,Lakeview,1181,Villa,76522,4,4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
425,San Francisco,Beachfront,830,Villa,143181,4,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
426,Los Angeles,Lakeview,704,Apartment,117190,3,6,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1
427,Los Angeles,Beachfront,586,Apartment,119605,5,5,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
428,Miami,Suburb,735,Apartment,187537,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0
429,Los Angeles,Beachfront,517,Apartment,98247,1,7,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
430,Chicago,Hillside,672,Apartment,87350,7,5,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
431,New York,Downtown,758,Villa,64181,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0
432,San Francisco,Beachfront,480,Apartment,117962,3,5,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
433,Miami,Suburb,425,Apartment,58162,3,5,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
434,Chicago,Lakeview,1195,Apartment,165969,4,2,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0
435,Miami,Beachfront,1027,Apartment,116534,5,6,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
436,Los Angeles,Hillside,491,Villa,161923,1,4,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1
437,San Francisco,Suburb,962,Apartment,151675,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
438,New York,Downtown,786,Apartment,114023,1,3,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
439,Los Angeles,Lakeview,811,Villa,62479,3,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
440,Los Angeles,Hillside,1151,Apartment,142615,5,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0
441,Los Angeles,Hillside,401,Villa,172029,3,5,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
442,Miami,Suburb,1040,Villa,198341,2,4,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
443,New York,Suburb,609,Apartment,154753,1,5,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1
444,San Francisco,Hillside,975,Villa,129265,7,6,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
445,San Francisco,Suburb,1082,Villa,187202,2,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
446,Miami,Hillside,731,Apartment,148419,4,7,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
447,Miami,Lakeview,910,Apartment,89116,6,7,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
448,Los Angeles,Suburb,611,Villa,182017,2,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0
449,Miami,Lakeview,639,Villa,54098,7,3,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0
450,San Francisco,Lakeview,782,Villa,151975,5,3,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
451,Los Angeles,Hillside,820,Apartment,199393,4,3,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
452,New York,Suburb,881,Villa,180665,7,5,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1
453,San Francisco,Downtown,1078,Villa,88269,1,6,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0
454,Los Angeles,Lakeview,328,Apartment,189623,6,5,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
455,Miami,Downtown,538,Apartment,82637,1,2,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
456,Los Angeles,Hillside,333,Villa,57171,1,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
457,New York,Hillside,979,Villa,120647,1,6,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
458,San Francisco,Hillside,960,Apartment,171948,1,6,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
459,Los Angeles,Downtown,855,Apartment,133434,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
460,San Francisco,Downtown,891,Apartment,174228,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
461,New York,Downtown,609,Apartment,149654,2,6,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0
462,San Francisco,Lakeview,500,Apartment,100307,7,5,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
463,Los Angeles,Downtown,473,Apartment,83267,4,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
464,Miami,Beachfront,359,Villa,66075,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
465,New York,Beachfront,686,Apartment,129043,3,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1
466,Los Angeles,Downtown,1027,Villa,98896,6,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
467,Miami,Hillside,606,Villa,165698,5,5,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
468,San Francisco,Downtown,871,Apartment,174262,7,5,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1
469,Miami,Beachfront,952,Apartment,136395,3,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1
470,San Francisco,Hillside,465,Apartment,164426,2,2,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
471,Chicago,Suburb,997,Villa,171103,2,6,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1
472,New York,Beachfront,747,Villa,100956,7,2,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
473,Los Angeles,Suburb,959,Villa,104648,4,2,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0
474,Los Angeles,Beachfront,972,Apartment,90315,4,7,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
475,New York,Downtown,528,Villa,137934,6,6,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
476,Los Angeles,Downtown,1089,Villa,191248,3,2,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
477,Miami,Beachfront,407,Apartment,65202,3,6,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
478,Chicago,Suburb,1142,Apartment,152439,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
479,Los Angeles,Hillside,942,Apartment,72005,5,6,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1
480,Los Angeles,Suburb,889,Apartment,100978,2,6,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
481,Los Angeles,Beachfront,429,Apartment,62196,4,5,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
482,Chicago,Hillside,494,Villa,118368,5,7,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1
483,Chicago,Suburb,556,Villa,77579,7,4,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
484,New York,Beachfront,432,Villa,144301,4,5,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0
485,Miami,Suburb,333,Villa,135878,3,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
486,San Francisco,Suburb,799,Apartment,119036,3,6,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
487,New York,Hillside,653,Apartment,124697,3,3,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
488,Chicago,Hillside,449,Villa,171231,6,7,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
489,Chicago,Suburb,1094,Apartment,53441,2,5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1
490,San Francisco,Hillside,751,Villa,181213,6,6,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0
491,New York,Suburb,1100,Apartment,50022,2,2,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1
492,Chicago,Beachfront,982,Villa,195316,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
